date,quarter,day_of_week,neighborhood,bike_cost,location,long,lat
2020-08-01,2020-07-01,Saturday,Kensington-Chinatown (78),1200,Commercial Areas,-79.39723987739471,43.6535541286232
2020-07-31,2020-07-01,Friday,Parkwoods-Donalda (45),200,Residential Structures,-79.33017950831689,43.755033453591466
2020-08-02,2020-07-01,Sunday,Waterfront Communities-The Island (77),500,Commercial Areas,-79.3772023229936,43.633880327159524
2020-07-26,2020-07-01,Sunday,High Park North (88),400,Residential Structures,-79.46630216770625,43.65756491093699
2020-08-01,2020-07-01,Saturday,Bay Street Corridor (76),350,Commercial Areas,-79.38572124534863,43.657511330997565
2020-08-01,2020-07-01,Saturday,Kensington-Chinatown (78),1200,Commercial Areas,-79.39723987739471,43.6535541286232
2020-08-01,2020-07-01,Saturday,Englemount-Lawrence (32),550,Residential Structures,-79.43740854668668,43.720344647265435
2020-08-01,2020-07-01,Saturday,Bridle Path-Sunnybrook-York Mills (41),800,Others,-79.37890416227515,43.73101311194996
2020-08-02,2020-07-01,Sunday,Kingsway South (15),800,Transportation,-79.51057680194461,43.65352042227594
2020-08-01,2020-07-01,Saturday,Bay Street Corridor (76),759,Open/Public Spaces,-79.38572124534863,43.657511330997565
2020-08-01,2020-07-01,Saturday,Englemount-Lawrence (32),900,Residential Structures,-79.43740854668668,43.720344647265435
2020-07-30,2020-07-01,Thursday,Eglinton East (138),15000,Residential Structures,-79.24559804211357,43.74092229023796
2020-08-03,2020-07-01,Monday,Pelmo Park-Humberlea (23),75,Residential Structures,-79.528282190996,43.7175145822485
2020-07-30,2020-07-01,Thursday,York University Heights (27),500,Open/Public Spaces,-79.48888293166782,43.76573645429017
2020-08-03,2020-07-01,Monday,Bedford Park-Nortown (39),979.99,Commercial Areas,-79.42022735886505,43.73148619626069
2020-07-29,2020-07-01,Wednesday,Corso Italia-Davenport (92),800,Residential Structures,-79.44746932943953,43.67766090308253
2020-07-31,2020-07-01,Friday,Annex (95),800,Residential Structures,-79.40400062928025,43.67158543003155
2020-08-01,2020-07-01,Saturday,Englemount-Lawrence (32),1965,Residential Structures,-79.43740854668668,43.720344647265435
2020-08-03,2020-07-01,Monday,Kingsway South (15),500,Residential Structures,-79.51057680194461,43.65352042227594
2020-06-27,2020-07-01,Saturday,Westminster-Branson (35),621.49,Residential Structures,-79.45241822037676,43.77881319903913
2020-08-02,2020-07-01,Sunday,Taylor-Massey (61),4000,Residential Structures,-79.2959011185942,43.69499818569401
2020-08-03,2020-07-01,Monday,Pelmo Park-Humberlea (23),175,Residential Structures,-79.528282190996,43.7175145822485
2020-08-03,2020-07-01,Monday,Yonge-Eglinton (100),700,Residential Structures,-79.40359016622641,43.70468936092784
2020-07-26,2020-07-01,Sunday,Trinity-Bellwoods (81),150,Open/Public Spaces,-79.4153421638998,43.65017629672643
2020-08-02,2020-07-01,Sunday,Danforth (66),780,Residential Structures,-79.32981941388597,43.68402547142561
2020-08-02,2020-07-01,Sunday,Runnymede-Bloor West Village (89),565,Commercial Areas,-79.48570817771532,43.65926881162892
2020-08-03,2020-07-01,Monday,Waterfront Communities-The Island (77),600,Commercial Areas,-79.3772023229936,43.633880327159524
2020-05-27,2020-07-01,Wednesday,Lawrence Park North (105),2000,Residential Structures,-79.40397836524139,43.73006016831148
2020-08-03,2020-07-01,Monday,Dovercourt-Wallace Emerson-Junction (93),700,Residential Structures,-79.43854070116043,43.6656769257464
2020-07-03,2020-07-01,Friday,Mimico (includes Humber Bay Shores) (17),1300,Residential Structures,-79.50013665098422,43.61592384473713
2020-07-30,2020-07-01,Thursday,Little Portugal (84),249.99,Residential Structures,-79.43032271138112,43.64753592717682
2020-08-03,2020-07-01,Monday,Kingsway South (15),500,Residential Structures,-79.51057680194461,43.65352042227594
2020-08-03,2020-07-01,Monday,Runnymede-Bloor West Village (89),450,Commercial Areas,-79.48570817771532,43.65926881162892
2020-08-01,2020-07-01,Saturday,Englemount-Lawrence (32),1318,Residential Structures,-79.43740854668668,43.720344647265435
2020-08-04,2020-07-01,Tuesday,Waterfront Communities-The Island (77),499,Residential Structures,-79.3772023229936,43.633880327159524
2020-07-30,2020-07-01,Thursday,Trinity-Bellwoods (81),520,Open/Public Spaces,-79.4153421638998,43.65017629672643
2020-07-29,2020-07-01,Wednesday,York University Heights (27),250,Residential Structures,-79.48888293166782,43.76573645429017
2020-08-04,2020-07-01,Tuesday,Mount Pleasant West (104),400,Commercial Areas,-79.3933595525685,43.70443516328523
2020-07-30,2020-07-01,Thursday,Casa Loma (96),745.79,Residential Structures,-79.40800664807479,43.68185209508544
2020-07-17,2020-07-01,Friday,Humewood-Cedarvale (106),2500,Residential Structures,-79.42768334947216,43.69136980411722
2020-07-29,2020-07-01,Wednesday,Bay Street Corridor (76),1600,Residential Structures,-79.38572124534863,43.657511330997565
2020-08-04,2020-07-01,Tuesday,Bay Street Corridor (76),800,Commercial Areas,-79.38572124534863,43.657511330997565
2020-07-17,2020-07-01,Friday,Humewood-Cedarvale (106),1170,Residential Structures,-79.42768334947216,43.69136980411722
2020-07-17,2020-07-01,Friday,Dovercourt-Wallace Emerson-Junction (93),800,Residential Structures,-79.43854070116043,43.6656769257464
2020-08-03,2020-07-01,Monday,Roncesvalles (86),200,Transportation,-79.44299244306902,43.64612298805443
2020-08-01,2020-07-01,Saturday,Broadview North (57),1500,Residential Structures,-79.35562951364216,43.68882511190598
2020-08-02,2020-07-01,Sunday,South Parkdale (85),1000,Open/Public Spaces,-79.4393378322998,43.636699519318434
2020-08-03,2020-07-01,Monday,University (79),499,Commercial Areas,-79.40117974868369,43.66250619981047
2020-03-03,2020-04-01,Tuesday,Moss Park (73),2000,Residential Structures,-79.36729702995146,43.656517618834606
2020-07-30,2020-07-01,Thursday,Yorkdale-Glen Park (31),100,Transportation,-79.45710807275005,43.71467151108852
2020-08-04,2020-07-01,Tuesday,Dorset Park (126),300,Commercial Areas,-79.2789079328611,43.75927434447322
2020-08-03,2020-07-01,Monday,Bay Street Corridor (76),1500,Commercial Areas,-79.38572124534863,43.657511330997565
2020-08-05,2020-07-01,Wednesday,High Park North (88),711.89,Residential Structures,-79.46630216770625,43.65756491093699
2020-08-01,2020-07-01,Saturday,Danforth East York (59),1600,Residential Structures,-79.33140338933542,43.68946809019784
2020-07-31,2020-07-01,Friday,Mount Olive-Silverstone-Jamestown (2),299,Residential Structures,-79.58725925980302,43.74686777792156
2020-07-30,2020-07-01,Thursday,High Park North (88),500,Residential Structures,-79.46630216770625,43.65756491093699
2020-08-03,2020-07-01,Monday,Rosedale-Moore Park (98),0,Commercial Areas,-79.37966939989423,43.6828204124932
2020-08-05,2020-07-01,Wednesday,Cabbagetown-South St.James Town (71),0,Residential Structures,-79.36610665903528,43.66764772385686
2020-08-04,2020-07-01,Tuesday,Etobicoke West Mall (13),700,Residential Structures,-79.56893876872303,43.64506261667645
2020-08-05,2020-07-01,Wednesday,Bay Street Corridor (76),1600,Open/Public Spaces,-79.38572124534863,43.657511330997565
2020-07-30,2020-07-01,Thursday,High Park North (88),450,Residential Structures,-79.46630216770625,43.65756491093699
2020-08-05,2020-07-01,Wednesday,Moss Park (73),659.99,Open/Public Spaces,-79.36729702995146,43.656517618834606
2020-08-05,2020-07-01,Wednesday,Trinity-Bellwoods (81),600,Residential Structures,-79.4153421638998,43.65017629672643
2020-08-05,2020-07-01,Wednesday,Waterfront Communities-The Island (77),1200,Open/Public Spaces,-79.3772023229936,43.633880327159524
2020-08-04,2020-07-01,Tuesday,Niagara (82),275,Residential Structures,-79.41242040394009,43.63668087060661
2020-08-03,2020-07-01,Monday,Waterfront Communities-The Island (77),350,Residential Structures,-79.3772023229936,43.633880327159524
2020-08-04,2020-07-01,Tuesday,High Park North (88),700,Residential Structures,-79.46630216770625,43.65756491093699
2020-08-04,2020-07-01,Tuesday,Niagara (82),0,Residential Structures,-79.41242040394009,43.63668087060661
2020-08-05,2020-07-01,Wednesday,Cabbagetown-South St.James Town (71),0,Residential Structures,-79.36610665903528,43.66764772385686
2020-08-05,2020-07-01,Wednesday,Mount Olive-Silverstone-Jamestown (2),500,Open/Public Spaces,-79.58725925980302,43.74686777792156
2020-08-05,2020-07-01,Wednesday,Mount Olive-Silverstone-Jamestown (2),500,Open/Public Spaces,-79.58725925980302,43.74686777792156
2020-06-01,2020-07-01,Monday,Kennedy Park (124),1300,Residential Structures,-79.2603822126536,43.72555571340649
2020-08-03,2020-07-01,Monday,High Park-Swansea (87),500,Commercial Areas,-79.46787222692247,43.64506457452669
2020-07-29,2020-07-01,Wednesday,Yorkdale-Glen Park (31),185,Residential Structures,-79.45710807275005,43.71467151108852
2020-08-05,2020-07-01,Wednesday,Annex (95),500,Open/Public Spaces,-79.40400062928025,43.67158543003155
2020-08-01,2020-07-01,Saturday,Yorkdale-Glen Park (31),400,Residential Structures,-79.45710807275005,43.71467151108852
2020-08-05,2020-07-01,Wednesday,Lawrence Park North (105),400,Open/Public Spaces,-79.40397836524139,43.73006016831148
2020-07-13,2020-07-01,Monday,Willowdale East (51),700,Residential Structures,-79.40148379055928,43.770602244553096
2020-08-05,2020-07-01,Wednesday,Niagara (82),1100,Commercial Areas,-79.41242040394009,43.63668087060661
2020-08-06,2020-07-01,Thursday,Bay Street Corridor (76),2000,Open/Public Spaces,-79.38572124534863,43.657511330997565
2020-08-04,2020-07-01,Tuesday,Kensington-Chinatown (78),0,Residential Structures,-79.39723987739471,43.6535541286232
2020-08-01,2020-07-01,Saturday,Oakwood Village (107),40,Residential Structures,-79.43978547678283,43.68856555117282
2020-08-05,2020-07-01,Wednesday,Rosedale-Moore Park (98),950,Transportation,-79.37966939989423,43.6828204124932
2020-07-27,2020-07-01,Monday,Lawrence Park South (103),699,Commercial Areas,-79.40603941914907,43.717211693960785
2020-08-04,2020-07-01,Tuesday,Forest Hill North (102),6000,Residential Structures,-79.42814316750712,43.704217556724494
2020-08-06,2020-07-01,Thursday,Willowdale East (51),2600,Residential Structures,-79.40148379055928,43.770602244553096
2020-08-06,2020-07-01,Thursday,Trinity-Bellwoods (81),450,Residential Structures,-79.4153421638998,43.65017629672643
2020-08-03,2020-07-01,Monday,Mount Pleasant West (104),0,Residential Structures,-79.3933595525685,43.70443516328523
2020-08-05,2020-07-01,Wednesday,Niagara (82),1100,Commercial Areas,-79.41242040394009,43.63668087060661
2020-08-05,2020-07-01,Wednesday,Niagara (82),1100,Commercial Areas,-79.41242040394009,43.63668087060661
2020-08-04,2020-07-01,Tuesday,Forest Hill South (101),470,Residential Structures,-79.41431786345333,43.69452574891732
2020-08-06,2020-07-01,Thursday,South Riverdale (70),1800,Residential Structures,-79.33565132290826,43.6492919996662
2020-08-05,2020-07-01,Wednesday,Waterfront Communities-The Island (77),1000,Open/Public Spaces,-79.3772023229936,43.633880327159524
2020-07-10,2020-07-01,Friday,Willowdale East (51),1000,Commercial Areas,-79.40148379055928,43.770602244553096
2020-08-05,2020-07-01,Wednesday,Dufferin Grove (83),1000,Residential Structures,-79.43734103751373,43.655428330164874
2020-08-05,2020-07-01,Wednesday,Palmerston-Little Italy (80),1300,Residential Structures,-79.4184087281674,43.65915710120554
2020-08-06,2020-07-01,Thursday,Kensington-Chinatown (78),2033.98,Commercial Areas,-79.39723987739471,43.6535541286232
2020-07-25,2020-07-01,Saturday,Willowdale East (51),400,Residential Structures,-79.40148379055928,43.770602244553096
2020-07-26,2020-07-01,Sunday,Trinity-Bellwoods (81),1600,Residential Structures,-79.4153421638998,43.65017629672643
2020-08-06,2020-07-01,Thursday,Bay Street Corridor (76),3000,Commercial Areas,-79.38572124534863,43.657511330997565
2020-08-06,2020-07-01,Thursday,Bay Street Corridor (76),1500,Commercial Areas,-79.38572124534863,43.657511330997565
2020-08-07,2020-07-01,Friday,Bay Street Corridor (76),700,Open/Public Spaces,-79.38572124534863,43.657511330997565
2020-08-06,2020-07-01,Thursday,Bayview Village (52),406,Residential Structures,-79.37711685879394,43.776360508669505
2020-08-07,2020-07-01,Friday,Palmerston-Little Italy (80),287.85,Residential Structures,-79.4184087281674,43.65915710120554
2020-08-06,2020-07-01,Thursday,Bay Street Corridor (76),700,Commercial Areas,-79.38572124534863,43.657511330997565
2020-08-06,2020-07-01,Thursday,Waterfront Communities-The Island (77),406.78,Residential Structures,-79.3772023229936,43.633880327159524
2020-08-05,2020-07-01,Wednesday,Little Portugal (84),1600,Open/Public Spaces,-79.43032271138112,43.64753592717682
2020-08-07,2020-07-01,Friday,Dufferin Grove (83),400,Residential Structures,-79.43734103751373,43.655428330164874
2020-08-02,2020-07-01,Sunday,Waterfront Communities-The Island (77),250,Residential Structures,-79.3772023229936,43.633880327159524
2020-08-07,2020-07-01,Friday,Bay Street Corridor (76),229.99,Open/Public Spaces,-79.38572124534863,43.657511330997565
2020-08-07,2020-07-01,Friday,Waterfront Communities-The Island (77),700,Open/Public Spaces,-79.3772023229936,43.633880327159524
2020-08-06,2020-07-01,Thursday,Bay Street Corridor (76),799,Commercial Areas,-79.38572124534863,43.657511330997565
2020-08-08,2020-07-01,Saturday,Niagara (82),1000,Residential Structures,-79.41242040394009,43.63668087060661
2020-08-08,2020-07-01,Saturday,Niagara (82),1000,Residential Structures,-79.41242040394009,43.63668087060661
2020-08-08,2020-07-01,Saturday,Greenwood-Coxwell (65),700,Residential Structures,-79.32431802090154,43.67261230021652
2020-08-08,2020-07-01,Saturday,Greenwood-Coxwell (65),600,Residential Structures,-79.32431802090154,43.67261230021652
2020-08-08,2020-07-01,Saturday,Humewood-Cedarvale (106),5045,Residential Structures,-79.42768334947216,43.69136980411722
2020-08-08,2020-07-01,Saturday,Humewood-Cedarvale (106),806,Residential Structures,-79.42768334947216,43.69136980411722
2020-08-07,2020-07-01,Friday,Waterfront Communities-The Island (77),259.99,Residential Structures,-79.3772023229936,43.633880327159524
2020-08-07,2020-07-01,Friday,Bay Street Corridor (76),700,Open/Public Spaces,-79.38572124534863,43.657511330997565
2020-08-08,2020-07-01,Saturday,Annex (95),1300,Open/Public Spaces,-79.40400062928025,43.67158543003155
2020-08-04,2020-07-01,Tuesday,Little Portugal (84),500,Residential Structures,-79.43032271138112,43.64753592717682
2020-08-04,2020-07-01,Tuesday,Little Portugal (84),500,Residential Structures,-79.43032271138112,43.64753592717682
2020-08-08,2020-07-01,Saturday,Cabbagetown-South St.James Town (71),1129.99,Residential Structures,-79.36610665903528,43.66764772385686
2020-08-08,2020-07-01,Saturday,Kensington-Chinatown (78),200,Residential Structures,-79.39723987739471,43.6535541286232
2020-08-08,2020-07-01,Saturday,Greenwood-Coxwell (65),600,Residential Structures,-79.32431802090154,43.67261230021652
2020-08-07,2020-07-01,Friday,East End-Danforth (62),500,Residential Structures,-79.29935867382727,43.68417387262764
2020-08-08,2020-07-01,Saturday,Waterfront Communities-The Island (77),179.99,Commercial Areas,-79.3772023229936,43.633880327159524
2020-07-19,2020-07-01,Sunday,Church-Yonge Corridor (75),250,Residential Structures,-79.37901716162628,43.659648849449276
2020-08-09,2020-07-01,Sunday,Bay Street Corridor (76),330,Commercial Areas,-79.38572124534863,43.657511330997565
2020-08-08,2020-07-01,Saturday,Waterfront Communities-The Island (77),200,Residential Structures,-79.3772023229936,43.633880327159524
2020-08-09,2020-07-01,Sunday,Lawrence Park South (103),250,Residential Structures,-79.40603941914907,43.717211693960785
2020-08-09,2020-07-01,Sunday,Little Portugal (84),500,Residential Structures,-79.43032271138112,43.64753592717682
2020-08-08,2020-07-01,Saturday,Moss Park (73),500,Open/Public Spaces,-79.36729702995146,43.656517618834606
2020-08-09,2020-07-01,Sunday,Yonge-Eglinton (100),600,Open/Public Spaces,-79.40359016622641,43.70468936092784
2020-08-08,2020-07-01,Saturday,Waterfront Communities-The Island (77),250,Residential Structures,-79.3772023229936,43.633880327159524
2020-08-03,2020-07-01,Monday,Little Portugal (84),700,Residential Structures,-79.43032271138112,43.64753592717682
2020-08-02,2020-07-01,Sunday,Cabbagetown-South St.James Town (71),0,Open/Public Spaces,-79.36610665903528,43.66764772385686
2020-08-09,2020-07-01,Sunday,Bay Street Corridor (76),390,Commercial Areas,-79.38572124534863,43.657511330997565
2020-08-08,2020-07-01,Saturday,Bay Street Corridor (76),300,Commercial Areas,-79.38572124534863,43.657511330997565
2020-08-07,2020-07-01,Friday,Mount Pleasant West (104),2000,Residential Structures,-79.3933595525685,43.70443516328523
2020-08-10,2020-07-01,Monday,South Riverdale (70),0,Residential Structures,-79.33565132290826,43.6492919996662
2020-08-08,2020-07-01,Saturday,Palmerston-Little Italy (80),500,Residential Structures,-79.4184087281674,43.65915710120554
2020-08-08,2020-07-01,Saturday,Mount Pleasant West (104),0,Residential Structures,-79.3933595525685,43.70443516328523
2020-08-06,2020-07-01,Thursday,Willowdale East (51),1500,Residential Structures,-79.40148379055928,43.770602244553096
2020-07-19,2020-07-01,Sunday,Eglinton East (138),400,Residential Structures,-79.24559804211357,43.74092229023796
2020-08-07,2020-07-01,Friday,Briar Hill-Belgravia (108),400,Commercial Areas,-79.45285129984684,43.69902437760449
2020-08-10,2020-07-01,Monday,South Riverdale (70),0,Residential Structures,-79.33565132290826,43.6492919996662
2020-08-01,2020-07-01,Saturday,Leaside-Bennington (56),800,Residential Structures,-79.36607234417629,43.703796594874674
2020-08-10,2020-07-01,Monday,Moss Park (73),200,Residential Structures,-79.36729702995146,43.656517618834606
2020-08-07,2020-07-01,Friday,Briar Hill-Belgravia (108),400,Commercial Areas,-79.45285129984684,43.69902437760449
2020-08-10,2020-07-01,Monday,Rosedale-Moore Park (98),4600,Residential Structures,-79.37966939989423,43.6828204124932
2020-08-08,2020-07-01,Saturday,Lambton Baby Point (114),300,Residential Structures,-79.49604524953277,43.65742012275136
2020-08-07,2020-07-01,Friday,Mimico (includes Humber Bay Shores) (17),1049,Residential Structures,-79.50013665098422,43.61592384473713
2020-07-19,2020-07-01,Sunday,Eglinton East (138),400,Residential Structures,-79.24559804211357,43.74092229023796
2020-08-05,2020-07-01,Wednesday,East End-Danforth (62),5000,Residential Structures,-79.29935867382727,43.68417387262764
2020-08-10,2020-07-01,Monday,Rosedale-Moore Park (98),600,Open/Public Spaces,-79.37966939989423,43.6828204124932
2020-08-09,2020-07-01,Sunday,Mount Pleasant East (99),0,Residential Structures,-79.38492394099212,43.70485215179517
2020-08-11,2020-07-01,Tuesday,Clanton Park (33),750,Residential Structures,-79.44630257728986,43.741978417593174
2020-08-09,2020-07-01,Sunday,Henry Farm (53),3000,Residential Structures,-79.34124066861594,43.771144139011675
2020-08-11,2020-07-01,Tuesday,Glenfield-Jane Heights (25),230,Open/Public Spaces,-79.51346530987723,43.74563573564186
2020-07-26,2020-07-01,Sunday,The Beaches (63),600,Residential Structures,-79.29960131609589,43.67104998326742
2020-08-10,2020-07-01,Monday,Willowdale East (51),750,Residential Structures,-79.40148379055928,43.770602244553096
2020-08-11,2020-07-01,Tuesday,Kensington-Chinatown (78),1000,Commercial Areas,-79.39723987739471,43.6535541286232
2020-08-04,2020-07-01,Tuesday,Bay Street Corridor (76),1000,Open/Public Spaces,-79.38572124534863,43.657511330997565
2020-08-10,2020-07-01,Monday,Kensington-Chinatown (78),500,Open/Public Spaces,-79.39723987739471,43.6535541286232
2020-08-10,2020-07-01,Monday,Church-Yonge Corridor (75),600,Open/Public Spaces,-79.37901716162628,43.659648849449276
2020-08-10,2020-07-01,Monday,Church-Yonge Corridor (75),1200,Open/Public Spaces,-79.37901716162628,43.659648849449276
2020-08-10,2020-07-01,Monday,Stonegate-Queensway (16),459,Residential Structures,-79.50112821107008,43.63551811593917
2020-08-10,2020-07-01,Monday,Church-Yonge Corridor (75),700,Open/Public Spaces,-79.37901716162628,43.659648849449276
2020-07-16,2020-07-01,Thursday,Waterfront Communities-The Island (77),689.29,Residential Structures,-79.3772023229936,43.633880327159524
2020-08-07,2020-07-01,Friday,Church-Yonge Corridor (75),640,Residential Structures,-79.37901716162628,43.659648849449276
2020-07-15,2020-07-01,Wednesday,Rosedale-Moore Park (98),564.99,Open/Public Spaces,-79.37966939989423,43.6828204124932
2020-08-10,2020-07-01,Monday,Woodbine Corridor (64),1000,Residential Structures,-79.31540737735443,43.67677291736932
2020-08-11,2020-07-01,Tuesday,Weston (113),100,Transportation,-79.51572254704779,43.70271604054647
2020-08-11,2020-07-01,Tuesday,Kensington-Chinatown (78),2449.99,Commercial Areas,-79.39723987739471,43.6535541286232
2020-08-11,2020-07-01,Tuesday,Roncesvalles (86),230,Residential Structures,-79.44299244306902,43.64612298805443
2020-07-10,2020-07-01,Friday,Newtonbrook West (36),3000,Residential Structures,-79.4314215134344,43.785829927437725
2020-08-12,2020-07-01,Wednesday,Yonge-Eglinton (100),750,Residential Structures,-79.40359016622641,43.70468936092784
2020-08-11,2020-07-01,Tuesday,Mount Pleasant East (99),900,Residential Structures,-79.38492394099212,43.70485215179517
2020-08-12,2020-07-01,Wednesday,Church-Yonge Corridor (75),400,Open/Public Spaces,-79.37901716162628,43.659648849449276
2020-08-12,2020-07-01,Wednesday,The Beaches (63),599,Residential Structures,-79.29960131609589,43.67104998326742
2020-08-11,2020-07-01,Tuesday,Greenwood-Coxwell (65),700,Residential Structures,-79.32431802090154,43.67261230021652
2020-08-12,2020-07-01,Wednesday,Moss Park (73),0,Open/Public Spaces,-79.36729702995146,43.656517618834606
2020-08-11,2020-07-01,Tuesday,Greenwood-Coxwell (65),649,Residential Structures,-79.32431802090154,43.67261230021652
2020-08-09,2020-07-01,Sunday,Church-Yonge Corridor (75),1000,Residential Structures,-79.37901716162628,43.659648849449276
2020-08-11,2020-07-01,Tuesday,Mount Pleasant East (99),600,Residential Structures,-79.38492394099212,43.70485215179517
2020-08-12,2020-07-01,Wednesday,The Beaches (63),500,Residential Structures,-79.29960131609589,43.67104998326742
2020-08-11,2020-07-01,Tuesday,Playter Estates-Danforth (67),1000,Residential Structures,-79.35488728710035,43.67970046819963
2020-08-11,2020-07-01,Tuesday,Trinity-Bellwoods (81),500,Residential Structures,-79.4153421638998,43.65017629672643
2020-08-11,2020-07-01,Tuesday,Danforth (66),250,Residential Structures,-79.32981941388597,43.68402547142561
2020-08-10,2020-07-01,Monday,Roncesvalles (86),520,Residential Structures,-79.44299244306902,43.64612298805443
2020-08-07,2020-07-01,Friday,Niagara (82),4500,Residential Structures,-79.41242040394009,43.63668087060661
2020-07-29,2020-07-01,Wednesday,Willowdale East (51),178,Commercial Areas,-79.40148379055928,43.770602244553096
2020-08-07,2020-07-01,Friday,Mount Pleasant West (104),800,Commercial Areas,-79.3933595525685,43.70443516328523
2020-08-08,2020-07-01,Saturday,Annex (95),250,Residential Structures,-79.40400062928025,43.67158543003155
2020-08-12,2020-07-01,Wednesday,Junction Area (90),350,Residential Structures,-79.47143987276426,43.667889760215104
2020-08-13,2020-07-01,Thursday,High Park North (88),550,Residential Structures,-79.46630216770625,43.65756491093699
2020-08-13,2020-07-01,Thursday,Regent Park (72),2500,Open/Public Spaces,-79.3605088053568,43.659992140783885
2020-08-12,2020-07-01,Wednesday,Edenbridge-Humber Valley (9),700,Residential Structures,-79.52245776503415,43.67088588914698
2020-08-10,2020-07-01,Monday,Runnymede-Bloor West Village (89),450,Commercial Areas,-79.48570817771532,43.65926881162892
2020-08-12,2020-07-01,Wednesday,Woburn (137),0,Commercial Areas,-79.22858575507915,43.76674020159054
2020-05-05,2020-04-01,Tuesday,Woodbine Corridor (64),1250,Residential Structures,-79.31540737735443,43.67677291736932
2020-08-10,2020-07-01,Monday,Tam O'Shanter-Sullivan (118),4150,Residential Structures,-79.30291871972979,43.78012984045799
2020-08-14,2020-07-01,Friday,Bay Street Corridor (76),250,Open/Public Spaces,-79.38572124534863,43.657511330997565
2020-08-12,2020-07-01,Wednesday,Mount Pleasant West (104),700,Residential Structures,-79.3933595525685,43.70443516328523
2020-08-13,2020-07-01,Thursday,Dufferin Grove (83),800,Residential Structures,-79.43734103751373,43.655428330164874
2020-07-20,2020-07-01,Monday,Kensington-Chinatown (78),1700,Commercial Areas,-79.39723987739471,43.6535541286232
2020-08-13,2020-07-01,Thursday,Mimico (includes Humber Bay Shores) (17),0,Others,-79.50013665098422,43.61592384473713
2020-08-14,2020-07-01,Friday,Downsview-Roding-CFB (26),300,Residential Structures,-79.49049738436791,43.733292312253184
2020-08-14,2020-07-01,Friday,Little Portugal (84),600,Residential Structures,-79.43032271138112,43.64753592717682
2020-08-14,2020-07-01,Friday,Bay Street Corridor (76),250,Open/Public Spaces,-79.38572124534863,43.657511330997565
2020-08-13,2020-07-01,Thursday,Waterfront Communities-The Island (77),1600,Commercial Areas,-79.3772023229936,43.633880327159524
2020-08-12,2020-07-01,Wednesday,Lawrence Park South (103),600,Residential Structures,-79.40603941914907,43.717211693960785
2020-08-14,2020-07-01,Friday,Kensington-Chinatown (78),1200,Residential Structures,-79.39723987739471,43.6535541286232
2020-08-13,2020-07-01,Thursday,South Parkdale (85),1600,Residential Structures,-79.4393378322998,43.636699519318434
2020-08-14,2020-07-01,Friday,Casa Loma (96),2698.44,Residential Structures,-79.40800664807479,43.68185209508544
2020-08-13,2020-07-01,Thursday,Roncesvalles (86),500,Residential Structures,-79.44299244306902,43.64612298805443
2020-08-06,2020-07-01,Thursday,South Riverdale (70),549.99,Commercial Areas,-79.33565132290826,43.6492919996662
2020-08-15,2020-07-01,Saturday,Willowdale East (51),1200,Residential Structures,-79.40148379055928,43.770602244553096
2020-08-15,2020-07-01,Saturday,Wychwood (94),1200,Residential Structures,-79.42551494769461,43.67691926447834
2020-08-15,2020-07-01,Saturday,The Beaches (63),1200,Open/Public Spaces,-79.29960131609589,43.67104998326742
2020-08-14,2020-07-01,Friday,Roncesvalles (86),700,Open/Public Spaces,-79.44299244306902,43.64612298805443
2020-08-09,2020-07-01,Sunday,Greenwood-Coxwell (65),175,Residential Structures,-79.32431802090154,43.67261230021652
2020-08-15,2020-07-01,Saturday,South Parkdale (85),1500,Residential Structures,-79.4393378322998,43.636699519318434
2020-08-15,2020-07-01,Saturday,Niagara (82),0,Commercial Areas,-79.41242040394009,43.63668087060661
2020-08-11,2020-07-01,Tuesday,Waterfront Communities-The Island (77),2300,Others,-79.3772023229936,43.633880327159524
2020-08-15,2020-07-01,Saturday,Bayview Village (52),1200,Commercial Areas,-79.37711685879394,43.776360508669505
2020-07-30,2020-07-01,Thursday,Dovercourt-Wallace Emerson-Junction (93),600,Residential Structures,-79.43854070116043,43.6656769257464
2020-08-14,2020-07-01,Friday,Niagara (82),540,Residential Structures,-79.41242040394009,43.63668087060661
2020-08-15,2020-07-01,Saturday,South Parkdale (85),2300,Residential Structures,-79.4393378322998,43.636699519318434
2020-08-12,2020-07-01,Wednesday,Bay Street Corridor (76),1400,Open/Public Spaces,-79.38572124534863,43.657511330997565
2020-08-16,2020-10-01,Sunday,Waterfront Communities-The Island (77),1500,Residential Structures,-79.3772023229936,43.633880327159524
2020-08-02,2020-07-01,Sunday,Annex (95),200,Commercial Areas,-79.40400062928025,43.67158543003155
2020-08-16,2020-10-01,Sunday,South Riverdale (70),1000,Open/Public Spaces,-79.33565132290826,43.6492919996662
2020-08-16,2020-10-01,Sunday,Waterfront Communities-The Island (77),1500,Residential Structures,-79.3772023229936,43.633880327159524
2020-08-10,2020-07-01,Monday,Niagara (82),1800,Commercial Areas,-79.41242040394009,43.63668087060661
2020-08-16,2020-10-01,Sunday,Waterfront Communities-The Island (77),3500,Residential Structures,-79.3772023229936,43.633880327159524
2020-08-16,2020-10-01,Sunday,Waterfront Communities-The Island (77),3500,Residential Structures,-79.3772023229936,43.633880327159524
2020-08-16,2020-10-01,Sunday,Bathurst Manor (34),500,Commercial Areas,-79.45605514611319,43.76481328101867
2020-08-16,2020-10-01,Sunday,Mount Pleasant West (104),750,Commercial Areas,-79.3933595525685,43.70443516328523
